order_id,order_date,customer_city,product_type,product_value,carrier,service,shipping_cost,promised_delivery_days,promised_date,actual_date,status,delay_days,issue_type,has_pod,pod_photo_quality,pod_gps_match,pod_signature_valid,pod_valid,recoverable_amount,recovery_reason
ORD-001393,2025-11-12,Grenoble,Chaussure,64.36,DHL,Express,12.9,2,2025-11-14,2025-11-13,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001394,2025-12-21,Montpellier,Livre,12.53,Chronopost,Standard,5.9,5,2025-12-26,2025-12-25,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001395,2025-10-04,Reims,Livre,5.0,Colissimo,Standard,5.9,5,2025-10-09,2025-10-08,Delivered,0,,True,Good,False,True,False,0.0,
ORD-001396,2025-11-05,Nantes,Livre,28.84,La Poste,Express,12.9,2,2025-11-07,2025-11-06,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001397,2025-11-12,Lille,High-Tech,208.95,UPS,Standard,5.9,5,2025-11-17,2025-11-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001398,2025-11-13,Reims,Livre,17.19,DHL,Standard,5.9,5,2025-11-18,2025-11-18,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001399,2025-12-27,Lille,Cosmétique,36.0,Colissimo,Standard,5.9,5,2026-01-01,2025-12-31,Delivered,0,,True,Good,False,True,False,18.0,Invalid_POD_Customer_Claim
ORD-001400,2026-01-11,Strasbourg,Vêtement,55.32,Mondial Relay,Standard,5.9,5,2026-01-16,2026-01-15,Delivered,0,,True,Good,False,True,False,0.0,
ORD-001401,2025-11-25,Lyon,Vêtement,13.75,Mondial Relay,Express,12.9,2,2025-11-27,2025-11-26,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001402,2026-01-09,Nice,Chaussure,49.13,DHL,Express,12.9,2,2026-01-11,2026-01-13,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001403,2025-10-19,Marseille,Chaussure,31.69,La Poste,Standard,5.9,5,2025-10-24,2025-10-23,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001404,2025-11-15,Saint-Étienne,Livre,25.67,Colissimo,Express,12.9,2,2025-11-17,2025-11-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001405,2025-11-08,Saint-Étienne,Chaussure,25.01,DHL,Standard,5.9,5,2025-11-13,2025-11-12,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001406,2025-10-18,Nice,High-Tech,343.18,La Poste,Express,12.9,2,2025-10-20,2025-10-19,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001407,2025-10-11,Nantes,Livre,20.8,Mondial Relay,Standard,5.9,5,2025-10-16,2025-10-15,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001408,2025-11-10,Toulon,High-Tech,177.83,DHL,Premium,18.9,1,2025-11-11,2025-11-10,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001409,2025-11-22,Paris,Chaussure,40.75,UPS,Standard,5.9,5,2025-11-27,2025-11-28,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001410,2026-01-05,Montpellier,High-Tech,124.78,Colissimo,Express,12.9,2,2026-01-07,2026-01-06,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001411,2025-11-07,Nice,Livre,12.65,Chronopost,Express,12.9,2,2025-11-09,2025-11-09,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001412,2026-01-06,Marseille,Vêtement,28.79,DHL,Standard,5.9,5,2026-01-11,2026-01-10,Delivered,0,,True,Good,True,False,False,14.39,Invalid_POD_Customer_Claim
ORD-001413,2025-11-07,Lyon,High-Tech,166.05,DHL,Standard,5.9,5,2025-11-12,2025-11-11,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001414,2026-01-03,Nice,Cosmétique,52.23,La Poste,Standard,5.9,5,2026-01-08,2026-01-07,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001415,2025-10-20,Grenoble,Vêtement,24.68,Mondial Relay,Express,12.9,2,2025-10-22,2025-10-21,Delivered,0,,True,Poor,True,True,False,12.34,Invalid_POD_Customer_Claim
ORD-001416,2025-10-16,Toulouse,Cosmétique,35.93,DHL,Standard,5.9,5,2025-10-21,2025-10-20,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001417,2025-10-08,Nantes,Livre,24.29,Chronopost,Standard,5.9,5,2025-10-13,2025-10-12,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001418,2025-12-18,Toulouse,Chaussure,85.79,La Poste,Standard,5.9,5,2025-12-23,2025-12-22,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-001419,2025-12-24,Strasbourg,Chaussure,70.29,Colissimo,Standard,5.9,5,2025-12-29,2025-12-28,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001420,2025-10-13,Le Havre,High-Tech,120.64,DHL,Standard,5.9,5,2025-10-18,2025-10-17,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001421,2026-01-13,Toulon,High-Tech,83.79,UPS,Standard,5.9,5,2026-01-18,2026-01-17,Delivered,0,,True,Good,False,True,False,41.9,Invalid_POD_Customer_Claim
ORD-001422,2025-12-23,Reims,Vêtement,46.72,La Poste,Express,12.9,2,2025-12-25,2025-12-27,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001423,2026-01-01,Reims,Cosmétique,16.0,UPS,Standard,5.9,5,2026-01-06,2026-01-05,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001424,2025-12-30,Nantes,Vêtement,43.84,DHL,Standard,5.9,5,2026-01-04,2026-01-03,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001425,2025-12-12,Bordeaux,Cosmétique,28.27,Mondial Relay,Standard,5.9,5,2025-12-17,,Lost,17,Package_Lost,False,,,,False,37.12,"Package_Lost_Full_Refund, Significant_Delay_Standard"
ORD-001426,2025-11-08,Le Havre,Livre,40.1,UPS,Standard,5.9,5,2025-11-13,2025-11-14,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001427,2025-10-24,Bordeaux,Chaussure,83.57,DHL,Express,12.9,2,2025-10-26,2025-10-25,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001428,2025-12-14,Marseille,Livre,40.57,Mondial Relay,Standard,5.9,5,2025-12-19,2025-12-18,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-001429,2025-12-03,Montpellier,Cosmétique,35.31,La Poste,Standard,5.9,5,2025-12-08,2025-12-07,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001430,2025-11-19,Bordeaux,Vêtement,30.44,UPS,Premium,18.9,1,2025-11-20,2025-11-19,Delivered,0,,True,Good,False,True,False,0.0,
ORD-001431,2025-10-04,Le Havre,Livre,18.17,Colissimo,Standard,5.9,5,2025-10-09,2025-10-08,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001432,2025-10-26,Lille,Livre,33.75,Colissimo,Standard,5.9,5,2025-10-31,2025-10-30,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001433,2025-10-25,Strasbourg,Vêtement,32.08,Chronopost,Standard,5.9,5,2025-10-30,2025-10-29,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001434,2025-11-16,Rennes,Vêtement,29.02,UPS,Standard,5.9,5,2025-11-21,2025-11-20,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001435,2026-01-02,Strasbourg,Cosmétique,27.76,La Poste,Standard,5.9,5,2026-01-07,2026-01-06,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001436,2025-11-15,Marseille,Cosmétique,20.7,DHL,Express,12.9,2,2025-11-17,2025-11-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001437,2025-10-10,Lille,Chaussure,68.68,DHL,Standard,5.9,5,2025-10-15,2025-10-14,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001438,2025-12-16,Lille,Cosmétique,59.37,DHL,Standard,5.9,5,2025-12-21,2025-12-22,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001439,2025-12-30,Lille,Cosmétique,29.59,Mondial Relay,Standard,5.9,5,2026-01-04,2026-01-03,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001440,2025-12-06,Lyon,Livre,25.11,DHL,Standard,5.9,5,2025-12-11,2025-12-10,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001441,2025-11-03,Saint-Étienne,High-Tech,175.4,La Poste,Standard,5.9,5,2025-11-08,2025-11-07,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001442,2025-10-08,Lyon,High-Tech,147.45,Colissimo,Standard,5.9,5,2025-10-13,2025-10-12,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001443,2025-12-12,Reims,Vêtement,43.78,DHL,Express,12.9,2,2025-12-14,2025-12-17,Delivered_Late,3,Delayed_Delivery,True,Good,True,True,True,12.9,Late_Delivery_Premium_Service
ORD-001444,2025-12-16,Grenoble,Vêtement,30.28,La Poste,Express,12.9,2,2025-12-18,2025-12-20,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001445,2025-10-06,Montpellier,Chaussure,35.8,Chronopost,Standard,5.9,5,2025-10-11,2025-10-10,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001446,2026-01-09,Paris,Vêtement,44.89,Colissimo,Standard,5.9,5,2026-01-14,2026-01-13,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001447,2025-11-18,Grenoble,Vêtement,65.77,La Poste,Express,12.9,2,2025-11-20,2025-11-19,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001448,2025-10-17,Nice,Chaussure,80.16,UPS,Express,12.9,2,2025-10-19,2025-10-18,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001449,2025-11-17,Lyon,Livre,33.09,Mondial Relay,Standard,5.9,5,2025-11-22,2025-11-21,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001450,2025-10-30,Lyon,Chaussure,47.96,UPS,Express,12.9,2,2025-11-01,2025-11-06,Delivered_Late,5,Delayed_Delivery,True,Good,True,False,False,36.88,"Late_Delivery_Premium_Service, Invalid_POD_Customer_Claim"
ORD-001451,2025-10-08,Nantes,Livre,21.13,Chronopost,Standard,5.9,5,2025-10-13,2025-10-12,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001452,2025-12-23,Le Havre,Cosmétique,13.43,Colissimo,Premium,18.9,1,2025-12-24,2025-12-23,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001453,2025-10-10,Grenoble,Cosmétique,48.79,Mondial Relay,Premium,18.9,1,2025-10-11,2025-10-10,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001454,2025-10-29,Lille,High-Tech,96.55,UPS,Express,12.9,2,2025-10-31,2025-10-30,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001455,2025-11-04,Toulouse,Chaussure,121.2,Mondial Relay,Express,12.9,2,2025-11-06,2025-11-05,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001456,2025-12-19,Nice,Cosmétique,51.2,UPS,Standard,5.9,5,2025-12-24,2025-12-23,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001457,2026-01-03,Nice,High-Tech,114.21,DHL,Standard,5.9,5,2026-01-08,2026-01-07,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001458,2025-12-23,Grenoble,Vêtement,70.62,UPS,Premium,18.9,1,2025-12-24,2025-12-23,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001459,2025-11-19,Lyon,Vêtement,46.36,Mondial Relay,Express,12.9,2,2025-11-21,2025-11-20,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001460,2025-10-03,Montpellier,Vêtement,62.06,UPS,Standard,5.9,5,2025-10-08,2025-10-07,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001461,2025-12-08,Reims,Vêtement,54.69,Chronopost,Express,12.9,2,2025-12-10,2025-12-13,Delivered_Late,3,Delayed_Delivery,True,Good,True,True,True,12.9,Late_Delivery_Premium_Service
ORD-001462,2026-01-05,Strasbourg,High-Tech,82.29,Mondial Relay,Premium,18.9,1,2026-01-06,,Lost,12,Package_Lost,False,,,,False,120.09,"Late_Delivery_Premium_Service, Package_Lost_Full_Refund"
ORD-001463,2026-01-01,Lyon,Livre,28.34,DHL,Standard,5.9,5,2026-01-06,2026-01-05,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001464,2026-01-01,Toulon,Chaussure,52.17,La Poste,Standard,5.9,5,2026-01-06,2026-01-05,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001465,2025-12-06,Toulon,Livre,17.34,Mondial Relay,Standard,5.9,5,2025-12-11,2025-12-10,Delivered,0,,True,Poor,True,True,False,8.67,Invalid_POD_Customer_Claim
ORD-001466,2025-12-27,Lille,Cosmétique,42.25,Mondial Relay,Standard,5.9,5,2026-01-01,2025-12-31,Delivered,0,,True,Good,False,True,False,0.0,
ORD-001467,2025-12-24,Paris,Chaussure,48.6,Mondial Relay,Express,12.9,2,2025-12-26,2025-12-25,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001468,2025-11-03,Toulon,Vêtement,34.69,Colissimo,Standard,5.9,5,2025-11-08,2025-11-07,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001469,2025-12-01,Saint-Étienne,Cosmétique,39.47,La Poste,Express,12.9,2,2025-12-03,2025-12-02,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001470,2025-12-18,Toulon,Vêtement,60.22,DHL,Standard,5.9,5,2025-12-23,2025-12-22,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001471,2025-11-03,Nice,Cosmétique,32.01,UPS,Standard,5.9,5,2025-11-08,2025-11-07,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-001472,2025-10-24,Rennes,Livre,8.37,La Poste,Standard,5.9,5,2025-10-29,2025-10-28,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001473,2025-12-31,Reims,Vêtement,30.28,Mondial Relay,Premium,18.9,1,2026-01-01,2025-12-31,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001474,2025-11-14,Toulouse,Livre,22.04,Chronopost,Standard,5.9,5,2025-11-19,2025-11-18,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001475,2025-12-13,Marseille,Livre,21.92,Mondial Relay,Express,12.9,2,2025-12-15,2025-12-14,Delivered,0,,True,Good,False,True,False,0.0,
ORD-001476,2025-11-16,Grenoble,High-Tech,169.3,Mondial Relay,Premium,18.9,1,2025-11-17,2025-11-19,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001477,2025-10-04,Nice,High-Tech,143.63,Colissimo,Standard,5.9,5,2025-10-09,2025-10-18,Delivered_Late,9,Delayed_Delivery,True,Good,True,False,False,74.77,"Invalid_POD_Customer_Claim, Significant_Delay_Standard"
ORD-001478,2025-11-10,Reims,Chaussure,78.57,DHL,Express,12.9,2,2025-11-12,2025-11-14,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001479,2025-12-14,Le Havre,Cosmétique,19.06,Chronopost,Express,12.9,2,2025-12-16,2025-12-15,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-001480,2025-10-29,Saint-Étienne,Chaussure,77.85,DHL,Standard,5.9,5,2025-11-03,2025-11-02,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001481,2025-12-07,Toulon,Chaussure,59.39,Chronopost,Express,12.9,2,2025-12-09,2025-12-08,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001482,2025-11-07,Montpellier,High-Tech,228.86,Colissimo,Standard,5.9,5,2025-11-12,2025-11-11,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001483,2025-12-28,Reims,Livre,31.87,Colissimo,Standard,5.9,5,2026-01-02,2026-01-01,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001484,2025-11-16,Toulon,Cosmétique,73.84,La Poste,Standard,5.9,5,2025-11-21,,Lost,10,Package_Lost,False,,,,False,82.69,"Package_Lost_Full_Refund, Significant_Delay_Standard"
ORD-001485,2025-12-12,Saint-Étienne,Cosmétique,43.69,Colissimo,Premium,18.9,1,2025-12-13,2025-12-12,Delivered,0,,True,Good,False,True,False,0.0,
ORD-001486,2025-11-13,Saint-Étienne,Livre,23.26,Mondial Relay,Standard,5.9,5,2025-11-18,2025-11-17,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001487,2025-12-20,Paris,Livre,21.94,Colissimo,Express,12.9,2,2025-12-22,2025-12-21,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001488,2025-12-10,Nice,Vêtement,37.94,La Poste,Premium,18.9,1,2025-12-11,2025-12-12,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001489,2025-10-04,Nice,Vêtement,50.42,La Poste,Standard,5.9,5,2025-10-09,2025-10-08,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001490,2025-11-24,Montpellier,Chaussure,74.13,Mondial Relay,Standard,5.9,5,2025-11-29,2025-11-28,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001491,2026-01-14,Toulouse,Chaussure,119.24,Mondial Relay,Standard,5.9,5,2026-01-19,2026-01-20,Delivered_Late,1,Delayed_Delivery,True,Good,True,False,False,0.0,
ORD-001492,2025-11-27,Lille,Livre,23.51,UPS,Express,12.9,2,2025-11-29,2025-11-28,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-001493,2025-12-15,Reims,Vêtement,71.34,DHL,Standard,5.9,5,2025-12-20,2025-12-19,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001494,2025-11-26,Bordeaux,Chaussure,61.46,Colissimo,Standard,5.9,5,2025-12-01,2025-12-03,Delivered_Late,2,Delayed_Delivery,True,Good,False,True,False,0.0,
ORD-001495,2025-10-07,Saint-Étienne,Chaussure,62.26,DHL,Standard,5.9,5,2025-10-12,2025-10-11,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001496,2025-10-23,Saint-Étienne,Cosmétique,5.0,Colissimo,Standard,5.9,5,2025-10-28,2025-10-27,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001497,2025-11-10,Toulouse,Cosmétique,27.52,Chronopost,Standard,5.9,5,2025-11-15,2025-11-14,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001498,2025-10-22,Toulouse,High-Tech,229.42,Mondial Relay,Premium,18.9,1,2025-10-23,2025-10-24,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001499,2025-10-19,Nantes,Chaussure,90.22,Chronopost,Standard,5.9,5,2025-10-24,2025-10-23,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001500,2025-12-09,Grenoble,Vêtement,55.93,DHL,Express,12.9,2,2025-12-11,2025-12-11,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001501,2025-11-06,Nice,Livre,17.61,DHL,Standard,5.9,5,2025-11-11,2025-11-10,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001502,2025-12-31,Toulon,Vêtement,37.66,La Poste,Premium,18.9,1,2026-01-01,2026-01-02,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001503,2025-10-12,Reims,Vêtement,31.75,Colissimo,Premium,18.9,1,2025-10-13,,Lost,18,Package_Lost,False,,,,False,69.55,"Late_Delivery_Premium_Service, Package_Lost_Full_Refund"
ORD-001504,2026-01-10,Nantes,High-Tech,5.0,Colissimo,Express,12.9,2,2026-01-12,2026-01-11,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001505,2026-01-03,Rennes,Vêtement,60.27,DHL,Express,12.9,2,2026-01-05,2026-01-04,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001506,2025-12-30,Lyon,Chaussure,102.71,DHL,Standard,5.9,5,2026-01-04,2026-01-05,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001507,2025-11-01,Strasbourg,Cosmétique,49.97,Colissimo,Standard,5.9,5,2025-11-06,2025-11-05,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001508,2025-10-24,Strasbourg,Cosmétique,28.53,La Poste,Standard,5.9,5,2025-10-29,2025-10-28,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001509,2026-01-01,Marseille,Livre,24.04,La Poste,Standard,5.9,5,2026-01-06,2026-01-05,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001510,2025-10-23,Le Havre,High-Tech,148.06,Chronopost,Standard,5.9,5,2025-10-28,2025-10-27,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001511,2025-12-01,Lille,Cosmétique,21.44,DHL,Express,12.9,2,2025-12-03,2025-12-02,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001512,2025-12-02,Grenoble,High-Tech,175.95,La Poste,Standard,5.9,5,2025-12-07,2025-12-06,Delivered,0,,True,Good,False,True,False,0.0,
ORD-001513,2025-11-27,Toulouse,Livre,8.21,Mondial Relay,Standard,5.9,5,2025-12-02,2025-12-01,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001514,2025-11-14,Grenoble,Cosmétique,52.82,La Poste,Standard,5.9,5,2025-11-19,2025-11-22,Delivered_Late,3,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001515,2025-12-16,Lille,Vêtement,36.96,UPS,Express,12.9,2,2025-12-18,2025-12-17,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001516,2026-01-09,Bordeaux,High-Tech,191.94,UPS,Standard,5.9,5,2026-01-14,2026-01-13,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001517,2025-11-26,Bordeaux,Vêtement,34.82,UPS,Standard,5.9,5,2025-12-01,2025-11-30,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001518,2026-01-13,Montpellier,Livre,27.78,Chronopost,Standard,5.9,5,2026-01-18,2026-01-17,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001519,2026-01-08,Rennes,Chaussure,106.28,La Poste,Standard,5.9,5,2026-01-13,2026-01-12,Delivered,0,,True,Good,True,False,False,53.14,Invalid_POD_Customer_Claim
ORD-001520,2025-11-18,Reims,High-Tech,231.0,Chronopost,Express,12.9,2,2025-11-20,2025-11-19,Delivered,0,,True,Poor,True,True,False,0.0,
ORD-001521,2025-11-16,Le Havre,Cosmétique,5.96,DHL,Standard,5.9,5,2025-11-21,2025-11-20,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001522,2025-10-21,Montpellier,Cosmétique,36.89,Mondial Relay,Standard,5.9,5,2025-10-26,2025-10-27,Delivered_Late,1,Delayed_Delivery,True,Poor,True,True,False,0.0,
ORD-001523,2025-12-07,Lyon,Livre,25.14,Chronopost,Standard,5.9,5,2025-12-12,2025-12-11,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001524,2025-11-01,Le Havre,Vêtement,48.59,Chronopost,Standard,5.9,5,2025-11-06,2025-11-05,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001525,2025-11-04,Saint-Étienne,Chaussure,75.52,Chronopost,Standard,5.9,5,2025-11-09,2025-11-08,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001526,2025-12-17,Le Havre,Chaussure,79.68,Colissimo,Standard,5.9,5,2025-12-22,2025-12-21,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001527,2026-01-09,Lille,Vêtement,57.69,Mondial Relay,Standard,5.9,5,2026-01-14,2026-01-13,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001528,2025-11-18,Saint-Étienne,Cosmétique,51.65,Mondial Relay,Standard,5.9,5,2025-11-23,2025-11-22,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001529,2025-12-29,Paris,Livre,24.1,DHL,Standard,5.9,5,2026-01-03,2026-01-05,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001530,2025-11-17,Montpellier,Livre,17.59,DHL,Express,12.9,2,2025-11-19,2025-11-19,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001531,2025-10-30,Toulouse,Chaussure,36.01,UPS,Standard,5.9,5,2025-11-04,2025-11-03,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001532,2025-10-13,Montpellier,Livre,21.5,DHL,Standard,5.9,5,2025-10-18,2025-10-17,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001533,2025-11-30,Montpellier,Chaussure,13.85,DHL,Express,12.9,2,2025-12-02,2025-12-01,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001534,2025-11-09,Lyon,Cosmétique,5.0,La Poste,Standard,5.9,5,2025-11-14,2025-11-13,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001535,2025-10-01,Grenoble,Chaussure,69.22,Mondial Relay,Express,12.9,2,2025-10-03,2025-10-02,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001536,2025-10-31,Marseille,Livre,31.01,Mondial Relay,Standard,5.9,5,2025-11-05,2025-11-07,Delivered_Late,2,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001537,2025-10-10,Nantes,Vêtement,34.29,UPS,Standard,5.9,5,2025-10-15,2025-10-14,Delivered,0,,True,Good,False,True,False,0.0,
ORD-001538,2025-10-15,Nantes,Livre,19.09,Chronopost,Express,12.9,2,2025-10-17,2025-10-16,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001539,2026-01-04,Lille,Vêtement,51.64,DHL,Standard,5.9,5,2026-01-09,2026-01-08,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001540,2025-12-26,Reims,Chaussure,70.71,Mondial Relay,Standard,5.9,5,2025-12-31,2025-12-30,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001541,2026-01-11,Bordeaux,High-Tech,206.76,DHL,Premium,18.9,1,2026-01-12,2026-01-11,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001542,2026-01-04,Nantes,Cosmétique,28.47,La Poste,Premium,18.9,1,2026-01-05,2026-01-04,Delivered,0,,True,Good,False,True,False,14.23,Invalid_POD_Customer_Claim
ORD-001543,2025-11-30,Lille,Vêtement,55.26,Chronopost,Premium,18.9,1,2025-12-01,2025-11-30,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001544,2025-12-08,Toulon,Vêtement,39.81,UPS,Standard,5.9,5,2025-12-13,2025-12-12,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001545,2025-12-11,Strasbourg,Vêtement,59.78,Colissimo,Standard,5.9,5,2025-12-16,2025-12-15,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001546,2025-11-09,Bordeaux,Livre,26.15,Mondial Relay,Express,12.9,2,2025-11-11,2025-11-10,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001547,2025-10-10,Bordeaux,Cosmétique,20.97,DHL,Standard,5.9,5,2025-10-15,2025-10-14,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001548,2026-01-07,Bordeaux,Chaussure,97.58,UPS,Standard,5.9,5,2026-01-12,2026-01-15,Delivered_Late,3,Delayed_Delivery,True,Good,True,True,True,0.0,
ORD-001549,2025-12-18,Nantes,Cosmétique,44.89,La Poste,Premium,18.9,1,2025-12-19,2025-12-18,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001550,2025-10-12,Grenoble,Cosmétique,29.2,DHL,Standard,5.9,5,2025-10-17,2025-10-16,Delivered,0,,True,Poor,True,True,False,14.6,Invalid_POD_Customer_Claim
ORD-001551,2026-01-12,Rennes,Livre,23.4,UPS,Standard,5.9,5,2026-01-17,2026-01-16,Delivered,0,,True,Good,True,False,False,0.0,
ORD-001552,2026-01-08,Lille,High-Tech,98.34,UPS,Express,12.9,2,2026-01-10,2026-01-09,Delivered,0,,True,Good,True,True,True,0.0,
ORD-001553,2025-12-17,Nice,High-Tech,77.14,Colissimo,Premium,18.9,1,2025-12-18,2025-12-19,Delivered_Late,1,Delayed_Delivery,True,Good,True,True,True,0.0,
