order_id,has_dispute,num_disputes,total_recoverable,disputes,carrier,order_date
ORD-000552,False,0,0.0,[],DHL,2025-10-02
ORD-000553,False,0,0.0,[],DHL,2025-12-08
ORD-000554,False,0,0.0,[],La Poste,2025-11-22
ORD-000555,True,2,75.52,"[{'rule_id': 'package_lost', 'rule_name': 'Colis Perdu', 'priority': 'CRITICAL', 'recoverable_amount': 72.57, 'success_probability': 0.98, 'expected_recovery': 71.12, 'legal_basis': 'Article L133-3 Code de Commerce - Responsabilité transporteur'}, {'rule_id': 'standard_delay', 'rule_name': 'Retard Significatif Service Standard', 'priority': 'LOW', 'recoverable_amount': 2.95, 'success_probability': 0.6, 'expected_recovery': 1.77, 'legal_basis': 'Manquement obligation de moyens'}]",Chronopost,2025-10-25
ORD-000556,True,1,33.44,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 33.44, 'success_probability': 0.7, 'expected_recovery': 23.41, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",UPS,2025-12-10
ORD-000557,False,0,0.0,[],Mondial Relay,2025-11-12
ORD-000558,False,0,0.0,[],UPS,2025-11-10
ORD-000559,False,0,0.0,[],Mondial Relay,2025-11-16
ORD-000560,False,0,0.0,[],UPS,2025-12-22
ORD-000561,False,0,0.0,[],UPS,2025-11-29
ORD-000562,True,1,5.09,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 5.09, 'success_probability': 0.7, 'expected_recovery': 3.56, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Mondial Relay,2025-10-11
ORD-000563,False,0,0.0,[],La Poste,2025-12-04
ORD-000564,False,0,0.0,[],Mondial Relay,2025-12-10
ORD-000565,True,2,37.44,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 23.4, 'success_probability': 0.7, 'expected_recovery': 16.38, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 14.04, 'success_probability': 0.65, 'expected_recovery': 9.13, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",DHL,2025-10-29
ORD-000566,False,0,0.0,[],Colissimo,2025-12-24
ORD-000567,True,2,23.97,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 14.98, 'success_probability': 0.7, 'expected_recovery': 10.49, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 8.99, 'success_probability': 0.65, 'expected_recovery': 5.84, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",DHL,2025-10-23
ORD-000568,False,0,0.0,[],Mondial Relay,2025-11-03
ORD-000569,False,0,0.0,[],La Poste,2025-10-06
ORD-000570,False,0,0.0,[],DHL,2025-12-09
ORD-000571,False,0,0.0,[],Colissimo,2025-11-18
ORD-000572,False,0,0.0,[],DHL,2025-10-01
ORD-000573,False,0,0.0,[],Colissimo,2025-10-28
ORD-000574,False,0,0.0,[],Chronopost,2026-01-01
ORD-000575,True,1,31.36,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 31.36, 'success_probability': 0.7, 'expected_recovery': 21.96, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Chronopost,2025-11-22
ORD-000576,False,0,0.0,[],Mondial Relay,2025-10-22
ORD-000577,False,0,0.0,[],La Poste,2026-01-01
ORD-000578,True,1,4.46,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 4.46, 'success_probability': 0.7, 'expected_recovery': 3.13, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2025-12-01
ORD-000579,True,1,22.86,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 22.86, 'success_probability': 0.7, 'expected_recovery': 16.01, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2025-10-22
ORD-000580,False,0,0.0,[],La Poste,2025-12-04
ORD-000581,False,0,0.0,[],DHL,2026-01-09
ORD-000582,False,0,0.0,[],Chronopost,2025-12-09
ORD-000583,False,0,0.0,[],Colissimo,2025-11-24
ORD-000584,False,0,0.0,[],DHL,2025-12-29
ORD-000585,False,0,0.0,[],Mondial Relay,2025-10-11
ORD-000586,False,0,0.0,[],Chronopost,2026-01-10
ORD-000587,False,0,0.0,[],UPS,2025-11-10
ORD-000588,False,0,0.0,[],UPS,2025-12-08
ORD-000589,False,0,0.0,[],UPS,2025-10-27
ORD-000590,False,0,0.0,[],Mondial Relay,2025-11-02
ORD-000591,False,0,0.0,[],Colissimo,2026-01-04
ORD-000592,True,1,2.5,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 2.5, 'success_probability': 0.7, 'expected_recovery': 1.75, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2026-01-11
ORD-000593,False,0,0.0,[],DHL,2025-11-30
ORD-000594,True,1,8.14,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 8.14, 'success_probability': 0.7, 'expected_recovery': 5.7, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",UPS,2026-01-01
ORD-000595,False,0,0.0,[],Chronopost,2025-11-26
ORD-000596,False,0,0.0,[],Colissimo,2025-12-29
ORD-000597,False,0,0.0,[],Mondial Relay,2025-10-12
ORD-000598,False,0,0.0,[],La Poste,2026-01-03
ORD-000599,False,0,0.0,[],Mondial Relay,2025-11-14
ORD-000600,True,2,43.26,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 27.04, 'success_probability': 0.7, 'expected_recovery': 18.92, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 16.22, 'success_probability': 0.65, 'expected_recovery': 10.54, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",DHL,2025-11-21
ORD-000601,False,0,0.0,[],DHL,2025-10-15
ORD-000602,False,0,0.0,[],Colissimo,2026-01-07
ORD-000603,False,0,0.0,[],Chronopost,2025-12-01
ORD-000604,False,0,0.0,[],Mondial Relay,2025-11-22
ORD-000605,False,0,0.0,[],Mondial Relay,2026-01-04
ORD-000606,False,0,0.0,[],Colissimo,2025-11-04
ORD-000607,True,1,14.87,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 14.87, 'success_probability': 0.7, 'expected_recovery': 10.41, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2025-11-03
ORD-000608,False,0,0.0,[],UPS,2025-12-24
ORD-000609,False,0,0.0,[],DHL,2025-12-03
ORD-000610,False,0,0.0,[],UPS,2025-11-05
ORD-000611,False,0,0.0,[],Chronopost,2025-12-09
ORD-000612,False,0,0.0,[],Mondial Relay,2025-11-28
ORD-000613,False,0,0.0,[],Mondial Relay,2025-12-18
ORD-000614,False,0,0.0,[],UPS,2025-10-24
ORD-000615,False,0,0.0,[],DHL,2025-10-24
ORD-000616,True,1,8.45,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 8.45, 'success_probability': 0.7, 'expected_recovery': 5.91, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2025-10-31
ORD-000617,False,0,0.0,[],Colissimo,2025-12-03
ORD-000618,False,0,0.0,[],Chronopost,2025-12-12
ORD-000619,False,0,0.0,[],Chronopost,2025-12-20
ORD-000620,False,0,0.0,[],Mondial Relay,2026-01-12
ORD-000621,False,0,0.0,[],DHL,2025-10-26
ORD-000622,False,0,0.0,[],La Poste,2025-11-11
ORD-000623,False,0,0.0,[],Colissimo,2025-10-19
ORD-000624,False,0,0.0,[],Chronopost,2025-10-10
ORD-000625,False,0,0.0,[],La Poste,2025-12-17
ORD-000626,False,0,0.0,[],Colissimo,2025-11-22
ORD-000627,True,2,42.96,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 26.85, 'success_probability': 0.7, 'expected_recovery': 18.79, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 16.11, 'success_probability': 0.65, 'expected_recovery': 10.47, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",La Poste,2026-01-04
ORD-000628,True,2,4.0,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 2.5, 'success_probability': 0.7, 'expected_recovery': 1.75, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 1.5, 'success_probability': 0.65, 'expected_recovery': 0.98, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",UPS,2025-10-04
ORD-000629,True,1,4.35,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 4.35, 'success_probability': 0.7, 'expected_recovery': 3.04, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2025-11-01
ORD-000630,False,0,0.0,[],UPS,2025-11-11
ORD-000631,False,0,0.0,[],DHL,2025-12-29
ORD-000632,True,2,89.87,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 12.9, 'success_probability': 0.95, 'expected_recovery': 12.25, 'legal_basis': 'Violation engagement contractuel délai garanti'}, {'rule_id': 'package_lost', 'rule_name': 'Colis Perdu', 'priority': 'CRITICAL', 'recoverable_amount': 76.97, 'success_probability': 0.98, 'expected_recovery': 75.43, 'legal_basis': 'Article L133-3 Code de Commerce - Responsabilité transporteur'}]",DHL,2025-11-25
ORD-000633,True,1,8.32,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 8.32, 'success_probability': 0.7, 'expected_recovery': 5.82, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2025-12-09
ORD-000634,False,0,0.0,[],Colissimo,2026-01-13
ORD-000635,False,0,0.0,[],Mondial Relay,2025-12-01
ORD-000636,False,0,0.0,[],UPS,2025-10-25
ORD-000637,False,0,0.0,[],UPS,2025-11-19
ORD-000638,True,2,93.24,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 58.27, 'success_probability': 0.7, 'expected_recovery': 40.79, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 34.96, 'success_probability': 0.65, 'expected_recovery': 22.73, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",La Poste,2025-12-18
ORD-000639,True,1,13.18,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 13.18, 'success_probability': 0.7, 'expected_recovery': 9.22, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2025-11-28
ORD-000640,True,1,10.51,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 10.51, 'success_probability': 0.7, 'expected_recovery': 7.35, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Mondial Relay,2025-10-14
ORD-000641,False,0,0.0,[],UPS,2025-11-09
ORD-000642,False,0,0.0,[],Mondial Relay,2025-10-08
ORD-000643,False,0,0.0,[],Chronopost,2026-01-15
ORD-000644,False,0,0.0,[],Colissimo,2025-10-05
ORD-000645,False,0,0.0,[],Colissimo,2025-11-11
ORD-000646,False,0,0.0,[],Chronopost,2025-11-16
ORD-000647,False,0,0.0,[],Mondial Relay,2025-10-22
ORD-000648,True,1,29.28,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 29.28, 'success_probability': 0.7, 'expected_recovery': 20.5, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",UPS,2025-12-28
ORD-000649,True,1,34.85,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 34.85, 'success_probability': 0.7, 'expected_recovery': 24.39, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2025-11-13
ORD-000650,False,0,0.0,[],La Poste,2025-12-11
ORD-000651,False,0,0.0,[],Mondial Relay,2025-10-18
ORD-000652,False,0,0.0,[],DHL,2025-10-25
ORD-000653,False,0,0.0,[],DHL,2025-12-16
ORD-000654,False,0,0.0,[],Chronopost,2025-11-28
ORD-000655,False,0,0.0,[],DHL,2025-11-16
ORD-000656,True,1,82.94,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 82.94, 'success_probability': 0.7, 'expected_recovery': 58.06, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2025-12-10
ORD-000657,True,1,8.15,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 8.15, 'success_probability': 0.7, 'expected_recovery': 5.71, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2026-01-15
ORD-000658,False,0,0.0,[],La Poste,2025-11-19
ORD-000659,False,0,0.0,[],Chronopost,2025-10-10
ORD-000660,False,0,0.0,[],La Poste,2025-11-29
ORD-000661,False,0,0.0,[],DHL,2025-10-08
ORD-000662,False,0,0.0,[],Chronopost,2025-12-06
ORD-000663,False,0,0.0,[],La Poste,2025-12-12
ORD-000664,False,0,0.0,[],La Poste,2025-11-15
ORD-000665,False,0,0.0,[],Mondial Relay,2025-12-04
ORD-000666,False,0,0.0,[],Mondial Relay,2025-12-10
ORD-000667,False,0,0.0,[],DHL,2025-10-31
ORD-000668,True,1,14.23,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 14.23, 'success_probability': 0.7, 'expected_recovery': 9.96, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Chronopost,2025-11-20
ORD-000669,False,0,0.0,[],Chronopost,2025-11-10
ORD-000670,True,2,36.19,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 22.62, 'success_probability': 0.7, 'expected_recovery': 15.83, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 13.57, 'success_probability': 0.65, 'expected_recovery': 8.82, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",Mondial Relay,2025-10-18
ORD-000671,False,0,0.0,[],La Poste,2025-10-28
ORD-000672,False,0,0.0,[],Chronopost,2026-01-13
ORD-000673,False,0,0.0,[],Chronopost,2026-01-08
ORD-000674,False,0,0.0,[],Colissimo,2025-10-16
ORD-000675,False,0,0.0,[],DHL,2025-11-09
ORD-000676,False,0,0.0,[],La Poste,2025-10-07
ORD-000677,False,0,0.0,[],UPS,2025-10-29
ORD-000678,False,0,0.0,[],Chronopost,2026-01-04
ORD-000679,True,1,22.81,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 22.81, 'success_probability': 0.7, 'expected_recovery': 15.97, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2025-10-17
ORD-000680,True,1,52.5,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 52.5, 'success_probability': 0.7, 'expected_recovery': 36.75, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2025-12-07
ORD-000681,True,2,209.44,"[{'rule_id': 'package_lost', 'rule_name': 'Colis Perdu', 'priority': 'CRITICAL', 'recoverable_amount': 206.49, 'success_probability': 0.98, 'expected_recovery': 202.36, 'legal_basis': 'Article L133-3 Code de Commerce - Responsabilité transporteur'}, {'rule_id': 'standard_delay', 'rule_name': 'Retard Significatif Service Standard', 'priority': 'LOW', 'recoverable_amount': 2.95, 'success_probability': 0.6, 'expected_recovery': 1.77, 'legal_basis': 'Manquement obligation de moyens'}]",Mondial Relay,2025-11-16
ORD-000682,True,2,23.78,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 14.87, 'success_probability': 0.7, 'expected_recovery': 10.41, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 8.92, 'success_probability': 0.65, 'expected_recovery': 5.8, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",DHL,2025-11-14
ORD-000683,False,0,0.0,[],Chronopost,2026-01-02
ORD-000684,False,0,0.0,[],Mondial Relay,2026-01-15
ORD-000685,False,0,0.0,[],DHL,2026-01-03
ORD-000686,False,0,0.0,[],La Poste,2025-10-19
ORD-000687,False,0,0.0,[],Colissimo,2025-11-02
ORD-000688,False,0,0.0,[],UPS,2025-10-09
ORD-000689,False,0,0.0,[],DHL,2025-11-18
ORD-000690,False,0,0.0,[],Colissimo,2025-10-24
ORD-000691,False,0,0.0,[],UPS,2025-12-02
ORD-000692,False,0,0.0,[],DHL,2025-10-31
ORD-000693,False,0,0.0,[],Colissimo,2025-11-05
ORD-000694,False,0,0.0,[],DHL,2025-12-26
ORD-000695,False,0,0.0,[],DHL,2025-11-09
ORD-000696,True,1,72.69,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 72.69, 'success_probability': 0.7, 'expected_recovery': 50.88, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2025-12-27
ORD-000697,False,0,0.0,[],Chronopost,2025-11-10
ORD-000698,False,0,0.0,[],Mondial Relay,2026-01-06
ORD-000699,False,0,0.0,[],La Poste,2025-12-21
ORD-000700,False,0,0.0,[],DHL,2025-12-18
ORD-000701,False,0,0.0,[],Chronopost,2025-11-15
ORD-000702,True,1,9.6,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 9.6, 'success_probability': 0.7, 'expected_recovery': 6.72, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Mondial Relay,2025-12-23
ORD-000703,True,2,65.82,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 18.9, 'success_probability': 0.95, 'expected_recovery': 17.95, 'legal_basis': 'Violation engagement contractuel délai garanti'}, {'rule_id': 'package_lost', 'rule_name': 'Colis Perdu', 'priority': 'CRITICAL', 'recoverable_amount': 46.92, 'success_probability': 0.98, 'expected_recovery': 45.98, 'legal_basis': 'Article L133-3 Code de Commerce - Responsabilité transporteur'}]",Mondial Relay,2025-10-02
ORD-000704,False,0,0.0,[],UPS,2025-10-23
ORD-000705,False,0,0.0,[],Chronopost,2026-01-08
ORD-000706,False,0,0.0,[],DHL,2025-12-08
ORD-000707,False,0,0.0,[],DHL,2025-11-01
ORD-000708,False,0,0.0,[],Mondial Relay,2025-10-25
ORD-000709,False,0,0.0,[],La Poste,2025-10-07
ORD-000710,False,0,0.0,[],DHL,2026-01-01
ORD-000711,False,0,0.0,[],UPS,2025-10-23
ORD-000712,False,0,0.0,[],Colissimo,2025-12-31
ORD-000713,True,1,47.98,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 47.98, 'success_probability': 0.7, 'expected_recovery': 33.59, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2025-10-11
ORD-000714,True,2,10.18,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 6.36, 'success_probability': 0.7, 'expected_recovery': 4.45, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 3.82, 'success_probability': 0.65, 'expected_recovery': 2.48, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",La Poste,2025-12-12
ORD-000715,False,0,0.0,[],UPS,2026-01-07
ORD-000716,False,0,0.0,[],DHL,2025-10-01
ORD-000717,False,0,0.0,[],DHL,2025-10-01
ORD-000718,True,1,12.9,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 12.9, 'success_probability': 0.95, 'expected_recovery': 12.25, 'legal_basis': 'Violation engagement contractuel délai garanti'}]",Chronopost,2025-11-26
ORD-000719,False,0,0.0,[],DHL,2025-12-20
ORD-000720,True,2,85.82,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 53.64, 'success_probability': 0.7, 'expected_recovery': 37.55, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 32.18, 'success_probability': 0.65, 'expected_recovery': 20.92, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",Colissimo,2025-10-05
ORD-000721,False,0,0.0,[],La Poste,2025-10-21
ORD-000722,False,0,0.0,[],Chronopost,2025-11-16
ORD-000723,False,0,0.0,[],UPS,2026-01-06
ORD-000724,True,1,6.12,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 6.12, 'success_probability': 0.7, 'expected_recovery': 4.28, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Mondial Relay,2025-11-05
ORD-000725,False,0,0.0,[],DHL,2025-12-20
ORD-000726,False,0,0.0,[],DHL,2025-12-13
ORD-000727,True,1,15.24,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 15.24, 'success_probability': 0.7, 'expected_recovery': 10.67, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2026-01-12
ORD-000728,False,0,0.0,[],Chronopost,2026-01-10
ORD-000729,False,0,0.0,[],La Poste,2026-01-12
ORD-000730,False,0,0.0,[],DHL,2025-12-04
ORD-000731,False,0,0.0,[],DHL,2025-12-12
ORD-000732,False,0,0.0,[],UPS,2025-12-01
ORD-000733,False,0,0.0,[],Mondial Relay,2025-12-08
ORD-000734,False,0,0.0,[],La Poste,2026-01-01
ORD-000735,True,1,2.95,"[{'rule_id': 'standard_delay', 'rule_name': 'Retard Significatif Service Standard', 'priority': 'LOW', 'recoverable_amount': 2.95, 'success_probability': 0.6, 'expected_recovery': 1.77, 'legal_basis': 'Manquement obligation de moyens'}]",Mondial Relay,2026-01-10
ORD-000736,False,0,0.0,[],La Poste,2025-11-18
ORD-000737,False,0,0.0,[],Mondial Relay,2026-01-05
ORD-000738,True,1,102.0,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 102.0, 'success_probability': 0.7, 'expected_recovery': 71.4, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Mondial Relay,2025-10-31
ORD-000739,False,0,0.0,[],UPS,2025-10-12
ORD-000740,True,1,12.9,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 12.9, 'success_probability': 0.95, 'expected_recovery': 12.25, 'legal_basis': 'Violation engagement contractuel délai garanti'}]",Mondial Relay,2025-12-07
ORD-000741,True,2,54.67,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 34.17, 'success_probability': 0.7, 'expected_recovery': 23.92, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 20.5, 'success_probability': 0.65, 'expected_recovery': 13.33, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",Colissimo,2025-12-26
ORD-000742,False,0,0.0,[],DHL,2025-12-27
ORD-000743,False,0,0.0,[],La Poste,2025-12-24
ORD-000744,True,2,124.74,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 77.96, 'success_probability': 0.7, 'expected_recovery': 54.57, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 46.78, 'success_probability': 0.65, 'expected_recovery': 30.4, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",Mondial Relay,2025-10-25
ORD-000745,True,1,13.62,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 13.62, 'success_probability': 0.7, 'expected_recovery': 9.53, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2025-12-19
